序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
273,300634,彩讯股份,23.6,3.78,0.86,484171.0,1135495831.78,8.22,24.15,22.28,22.52,22.74,1.11,11.14,40.92,3.93,10648577240.0,10258469240.0,0.0,0.04,77.04,16.26
285,603283,赛腾股份,80.6,3.65,2.84,103977.0,824165192.0,10.13,82.88,75.0,77.62,77.76,1.3,5.33,25.49,5.6,16145481529.0,15717132829.0,0.07,0.17,34.51,11.08
326,002428,云南锗业,21.59,3.25,0.68,861455.0,1870731793.56,8.66,22.55,20.74,20.87,20.91,1.29,13.19,358.81,9.84,14100860800.0,14099039144.0,-0.05,0.23,75.39,75.39
342,603099,长白山,43.45,3.11,1.31,201964.0,852561088.0,12.81,46.0,40.6,41.39,42.14,1.28,7.57,58.78,9.92,11586811500.0,11586811500.0,0.28,-4.08,85.05,191.61
354,688052,纳芯微,114.98,3.03,3.38,20300.0,234193504.0,4.98,117.33,111.77,111.77,111.6,1.05,2.17,-30.15,2.69,16387919226.0,10732296784.0,-0.12,-0.03,21.03,-31.09
361,300573,兴齐眼药,81.42,3.0,2.37,71934.0,590302689.46,6.3,83.86,78.88,79.11,79.05,1.28,5.34,36.81,8.65,14268793691.0,10976490907.0,0.0,0.09,-15.09,-36.19
370,000627,天茂集团,4.22,2.93,0.12,1707991.0,721969484.48,6.34,4.32,4.06,4.06,4.1,0.96,3.75,-46.94,0.96,20849455076.0,19211567576.0,0.24,0.48,145.35,48.59
371,000006,深振业Ａ,8.09,2.93,0.23,532033.0,434095651.53,6.74,8.34,7.81,7.81,7.86,0.81,3.94,-15.65,1.69,10921459922.0,10921398034.0,0.0,0.12,104.29,76.25
380,000088,盐 田 港,5.04,2.86,0.14,329179.0,166029893.44,8.37,5.3,4.89,4.9,4.9,2.19,1.46,19.57,1.5,26205396064.0,11335642784.0,0.0,0.2,14.03,7.23
382,600258,首旅酒店,14.45,2.85,0.4,161943.0,232001536.0,3.91,14.48,13.93,14.0,14.05,1.56,1.45,16.73,1.39,16134915171.0,16134915171.0,-0.14,-0.14,24.78,-6.17
387,600649,城投控股,4.77,2.8,0.13,613998.0,290041427.0,5.82,4.84,4.57,4.6,4.64,1.22,2.43,-41.86,0.59,12066075774.0,12066075774.0,0.21,0.42,48.14,31.04
403,600285,羚锐制药,21.38,2.69,0.56,108312.0,231873050.0,4.9,21.77,20.75,20.82,20.82,1.79,1.91,15.85,4.19,12124929091.0,12124929091.0,0.05,0.0,-12.09,31.09
404,600641,万业企业,18.77,2.68,0.49,222224.0,416265417.0,5.69,19.15,18.11,18.27,18.28,0.78,2.39,-413.58,2.1,17467923598.0,17467923598.0,0.0,-0.11,92.32,9.06
409,300570,太辰光,66.21,2.64,1.7,161413.0,1066511725.34,8.46,68.46,63.0,64.4,64.51,1.22,8.39,77.35,10.64,15038069864.0,12731848507.0,0.02,0.23,121.73,71.75
419,002572,索菲亚,16.87,2.55,0.42,142196.0,241016515.13,5.35,17.25,16.37,16.43,16.45,1.17,2.18,13.22,2.33,16246605657.0,10990191269.0,-0.06,-0.06,28.09,12.84
420,002773,康弘药业,19.75,2.54,0.49,120865.0,239512531.95,5.4,20.14,19.1,19.2,19.26,1.11,1.76,13.99,2.15,18165620517.0,13535481373.0,0.0,0.0,3.19,9.36
421,000860,顺鑫农业,18.56,2.54,0.46,279588.0,521884533.17,6.02,19.13,18.04,18.1,18.1,1.44,3.77,27.03,1.92,13767195316.0,13767195316.0,0.0,-0.05,19.13,-12.82
442,601595,上海电影,29.29,2.41,0.69,284184.0,848883095.0,13.78,31.46,27.52,28.6,28.6,1.53,6.34,91.67,7.7,13127778000.0,13127778000.0,0.0,0.07,76.45,13.88
445,600577,精达股份,5.56,2.39,0.13,1380770.0,770124199.0,6.26,5.69,5.35,5.4,5.43,0.93,6.55,21.14,2.13,11724253427.0,11724253427.0,0.0,0.0,15.83,40.05
451,002568,百润股份,23.81,2.36,0.55,201182.0,478678702.8,5.37,24.27,23.02,23.06,23.26,1.25,2.81,32.63,5.71,24985474819.0,17057299758.0,-0.08,0.17,47.16,-3.25
454,603185,弘元绿能,20.48,2.35,0.47,224430.0,467949096.0,7.5,21.5,20.0,20.2,20.01,1.27,3.31,-6.4,1.07,13906374697.0,13906374697.0,-0.19,-0.34,56.1,-38.42
470,002203,海亮股份,9.67,2.22,0.21,109729.0,105676133.55,4.12,9.79,9.4,9.45,9.46,0.94,0.57,16.49,1.4,19323752379.0,18662411622.0,-0.21,-0.31,20.72,-11.93
475,002755,奥赛康,13.52,2.19,0.29,79812.0,109207802.84,5.97,13.99,13.2,13.23,13.23,1.02,0.86,74.1,4.2,12548727946.0,12548609308.0,0.15,0.15,20.39,24.95
490,002865,钧达股份,64.17,2.13,1.34,107228.0,705353960.74,7.67,68.3,63.48,65.3,62.83,0.88,4.77,-26.46,3.65,14704667926.0,14429637808.0,0.03,-0.28,78.8,-16.37
516,601136,首创证券,23.34,2.01,0.46,522809.0,1218763522.0,4.98,23.74,22.6,22.6,22.88,1.11,10.86,63.82,4.91,63796010892.0,11237831892.0,0.0,-0.09,24.81,38.43
524,600331,宏达股份,7.78,1.97,0.15,298754.0,232371308.0,3.54,7.89,7.62,7.64,7.63,0.92,1.47,556.81,41.96,15808960000.0,15808960000.0,0.0,-0.13,43.81,51.66
538,601949,中国出版,8.54,1.91,0.16,1037065.0,900982427.0,11.58,9.1,8.13,8.3,8.38,0.87,5.69,38.96,1.75,16259887181.0,15564150000.0,0.0,0.12,49.3,7.69
545,603678,火炬电子,29.6,1.89,0.55,105114.0,315097202.0,7.92,31.1,28.8,29.0,29.05,1.19,2.29,45.03,2.49,13566863467.0,13566863467.0,-0.13,-0.3,34.85,12.76
570,000917,电广传媒,7.98,1.79,0.14,993570.0,801276968.87,6.89,8.28,7.74,7.77,7.84,1.17,7.01,139.11,1.09,11312099577.0,11311325717.0,-0.13,0.0,69.43,46.15
590,688200,华峰测控,111.55,1.7,1.86,13806.0,152573290.0,3.49,111.55,107.72,109.73,109.69,0.94,1.02,53.17,4.4,15108268082.0,15108268082.0,0.0,0.11,39.07,-8.57
594,600151,航天机电,9.03,1.69,0.15,220471.0,197270707.0,2.36,9.04,8.83,8.88,8.88,0.81,1.54,-242.04,2.63,12951298152.0,12951298152.0,0.0,0.11,68.16,37.03
613,600993,马应龙,25.5,1.63,0.41,68659.0,175530520.0,3.55,25.89,25.0,25.0,25.09,1.16,1.6,18.02,2.75,10991874221.0,10972828908.0,0.0,0.04,-1.58,7.23
630,300146,汤臣倍健,12.35,1.56,0.19,180803.0,224358826.07,3.04,12.57,12.2,12.21,12.16,0.98,1.6,18.14,1.85,21005441073.0,13955340179.0,0.0,-0.08,12.79,-23.43
650,300972,万辰集团,66.02,1.48,0.96,27118.0,181609515.41,5.5,68.0,64.42,65.07,65.06,0.95,1.74,106.02,12.97,11882924021.0,10283152799.0,0.69,0.06,138.0,75.87
651,600167,联美控股,6.19,1.48,0.09,140632.0,87688794.0,4.59,6.35,6.07,6.14,6.1,2.19,0.61,20.9,1.3,14163459550.0,14163459550.0,0.0,-0.32,13.16,13.16
659,002847,盐津铺子,51.49,1.46,0.74,15451.0,79213838.86,2.27,51.68,50.53,50.82,50.75,1.1,0.63,21.37,9.04,14047494540.0,12575389261.0,0.02,-0.06,36.61,7.36
685,600373,中文传媒,12.45,1.38,0.17,147049.0,183130829.0,2.69,12.6,12.27,12.31,12.28,0.77,1.09,17.99,0.94,17463954972.0,16870543302.0,0.08,0.08,-6.81,0.4
688,002003,伟星股份,13.26,1.38,0.18,62402.0,82463157.5,2.22,13.32,13.03,13.05,13.08,0.69,0.62,18.64,3.63,15499476799.0,13396586447.0,0.0,0.08,7.46,30.0
689,600906,财达证券,7.38,1.37,0.1,372032.0,274480891.0,3.3,7.49,7.25,7.28,7.28,0.96,1.75,48.56,2.06,23948100000.0,15676853931.0,0.0,0.0,32.5,-0.27
692,300776,帝尔激光,71.3,1.36,0.96,42396.0,307290968.11,5.91,74.33,70.17,70.75,70.34,0.91,2.54,38.08,6.14,19471036292.0,11916114602.0,0.03,0.07,73.9,19.01
701,688266,泽璟制药-U,66.96,1.35,0.89,21467.0,145384371.0,4.53,68.98,65.99,66.61,66.07,0.7,0.81,-135.78,13.6,17724860135.0,17724860135.0,0.0,-0.18,18.58,26.48
721,000012,南  玻Ａ,5.43,1.31,0.07,245763.0,133877654.03,3.92,5.55,5.34,5.36,5.36,1.47,1.25,15.9,1.18,16673858141.0,10638888472.0,0.0,0.0,8.38,2.07
725,002531,天顺风能,8.58,1.3,0.11,310073.0,268291771.44,3.31,8.74,8.46,8.46,8.47,1.06,1.74,39.65,1.7,15417218886.0,15331311344.0,-0.12,0.0,24.71,-25.59
812,300568,星源材质,11.93,1.1,0.13,743811.0,906262531.15,7.12,12.68,11.84,12.68,11.8,1.17,6.13,34.39,1.63,16021476652.0,14481124371.0,0.0,0.25,67.79,-21.51
832,603327,福蓉科技,13.4,1.06,0.14,109582.0,146503373.0,2.87,13.56,13.18,13.23,13.26,0.75,1.43,54.26,4.94,10292213321.0,10292213321.0,0.07,0.37,19.43,13.08
839,688303,大全能源,27.21,1.04,0.28,101058.0,280835630.0,5.12,28.48,27.1,27.4,26.93,0.95,1.83,-39.82,1.39,58363755225.0,15031830225.0,-0.22,-0.33,44.2,-6.66
848,600827,百联股份,9.85,1.03,0.1,110133.0,108572786.0,2.97,10.0,9.71,9.77,9.75,1.03,0.69,8.14,0.91,17574055952.0,15803831712.0,0.1,0.0,31.86,5.12
849,688408,中信博,77.38,1.02,0.78,33343.0,258433099.0,5.84,79.07,74.6,76.62,76.6,0.77,1.65,29.68,4.02,16908763437.0,15660525765.0,-0.01,-0.28,41.98,62.7
851,688536,思瑞浦,100.49,1.02,1.01,17907.0,180683137.0,2.92,102.19,99.29,99.72,99.48,0.76,1.35,-101.23,2.48,13325119108.0,13325119108.0,0.05,0.19,35.21,-31.31
852,002925,盈趣科技,13.93,1.02,0.14,130118.0,182883468.82,4.71,14.35,13.7,13.79,13.79,1.33,1.77,47.22,2.29,10829764051.0,10254771360.0,0.07,0.22,27.8,-26.22
856,002984,森麒麟,24.92,1.01,0.25,119934.0,299523522.53,4.3,25.38,24.32,24.68,24.67,1.14,1.72,11.15,2.04,25653616092.0,17425361111.0,0.0,0.04,13.84,23.98
867,002851,麦格米特,38.69,0.99,0.38,221197.0,859796228.59,3.0,39.33,38.18,38.4,38.31,0.64,5.04,37.22,3.65,20405100893.0,16988925829.0,0.57,0.57,75.07,58.7
871,688161,威高骨科,27.77,0.98,0.27,9483.0,26545709.0,4.91,28.56,27.21,27.5,27.5,0.92,0.24,50.71,2.84,11108000000.0,11108000000.0,0.04,0.25,46.85,-32.7
872,603766,隆鑫通用,8.24,0.98,0.08,319946.0,261195159.0,3.68,8.32,8.02,8.16,8.16,0.94,1.56,14.12,1.89,16921184844.0,16921184844.0,0.12,-0.12,32.69,62.85
875,688208,道通科技,34.09,0.98,0.33,170739.0,596942668.0,7.11,36.2,33.8,33.8,33.76,0.76,3.78,21.34,4.91,15404521975.0,15404521975.0,0.03,0.15,51.92,48.54
889,001213,中铁特货,4.25,0.95,0.04,242882.0,103142922.0,2.61,4.3,4.19,4.2,4.21,0.9,0.55,24.73,1.0,18888888887.0,18888888887.0,0.0,0.0,9.25,2.66
894,600750,江中药业,20.4,0.94,0.19,46816.0,95599374.0,1.98,20.57,20.17,20.21,20.21,0.76,0.75,15.17,3.45,12834226643.0,12761711028.0,-0.1,-0.05,-6.29,3.66
897,000766,通化金马,13.99,0.94,0.13,125015.0,175446748.24,3.32,14.21,13.75,13.81,13.86,0.93,1.29,423.89,5.77,13521260951.0,13514447457.0,0.14,0.07,5.74,-29.84
904,600325,华发股份,6.61,0.92,0.06,384826.0,252961669.0,3.21,6.66,6.45,6.53,6.55,1.4,1.5,10.25,0.87,18191725487.0,16995900472.0,0.0,-0.15,23.09,-3.36
908,002461,珠江啤酒,8.89,0.91,0.08,62286.0,55408462.0,2.61,8.98,8.75,8.75,8.81,0.82,0.28,18.3,1.87,19676490187.0,19676490187.0,-0.11,-0.11,3.73,14.27
909,601333,广深铁路,3.34,0.91,0.03,427737.0,142641559.0,1.81,3.36,3.3,3.31,3.31,0.65,0.76,14.67,0.87,23659013580.0,18878471580.0,0.3,0.0,-4.02,32.54
915,300442,润泽科技,31.52,0.9,0.28,142916.0,453129528.29,4.74,32.25,30.77,31.1,31.24,0.73,2.58,26.88,5.77,54261101576.0,17470037098.0,0.38,0.57,40.28,26.89
919,688172,燕东微,24.86,0.89,0.22,85613.0,213288747.0,4.46,25.45,24.35,24.78,24.64,0.4,1.47,-183.17,2.03,29809728199.0,14436257214.0,0.08,0.2,84.01,34.82
930,002092,ST中泰,4.61,0.88,0.04,254095.0,117677039.0,1.97,4.68,4.59,4.59,4.57,0.49,0.99,-25.73,0.53,11939989973.0,11873630176.0,0.22,0.0,32.85,-24.43
954,000828,东莞控股,10.78,0.84,0.09,90816.0,98296186.8,3.27,10.98,10.63,10.65,10.69,0.87,0.87,11.57,1.17,11205993174.0,11205978621.0,-0.19,0.0,15.29,4.97
955,688366,昊海生科,63.52,0.84,0.53,8411.0,53212263.0,1.98,63.87,62.62,63.59,62.99,1.15,0.43,32.73,2.62,14875767538.0,12326173830.0,-0.14,-0.16,5.51,-16.68
962,002372,伟星新材,12.27,0.82,0.1,109853.0,135321972.81,2.79,12.5,12.16,12.34,12.17,0.82,0.75,23.48,4.1,19534306113.0,18047428997.0,-0.16,-0.08,-5.32,-9.58
967,600717,天津港,4.95,0.81,0.04,302262.0,149269359.0,2.24,4.98,4.87,4.92,4.91,0.7,1.04,12.03,0.74,14325305138.0,14325305138.0,-0.2,0.0,8.08,23.44
974,600548,深高速,11.22,0.81,0.09,35401.0,39802073.0,2.43,11.33,11.06,11.06,11.13,0.61,0.25,13.36,1.34,24468243058.0,16081293058.0,0.0,-0.18,0.72,32.94
975,603236,移远通信,48.73,0.81,0.39,59082.0,290768113.0,3.35,50.15,48.53,49.0,48.34,1.03,2.26,26.81,3.34,12750577479.0,12750577479.0,-0.1,-0.14,18.45,-8.71
982,688506,百利天恒-U,203.09,0.8,1.61,12241.0,251238455.0,4.51,209.09,200.0,203.0,201.48,0.75,1.35,15.02,19.2,81439090000.0,18369691559.0,0.0,-0.03,12.84,45.17
990,603919,金徽酒,20.58,0.78,0.16,33034.0,68095437.0,2.64,20.86,20.32,20.43,20.42,0.83,0.65,23.51,3.19,10439410738.0,10439410738.0,-0.1,-0.05,20.77,-15.06
1004,300026,红日药业,3.98,0.76,0.03,541055.0,216197608.87,3.04,4.05,3.93,3.93,3.95,0.99,2.01,53.26,1.36,11956536251.0,10689786381.0,0.0,-0.25,25.16,-5.46
1007,002668,TCL智家,10.7,0.75,0.08,182476.0,195818843.82,3.2,10.85,10.51,10.6,10.62,0.78,1.68,10.54,5.21,11599992280.0,11599992280.0,0.09,0.0,26.18,61.88
1018,688375,国博电子,49.0,0.74,0.36,17057.0,83880084.0,3.91,49.76,47.86,48.46,48.64,0.81,0.64,71.48,4.86,29204730100.0,13008144954.0,0.02,-0.1,26.55,-7.32
1019,603556,海兴电力,36.8,0.74,0.27,47552.0,173834788.0,2.19,36.96,36.16,36.53,36.53,1.0,0.97,17.04,2.61,17983572672.0,17983572672.0,0.0,-0.05,-17.49,31.76
1032,002670,国盛金控,11.12,0.72,0.08,239044.0,266553333.5,2.99,11.27,10.94,10.98,11.04,0.51,1.47,194.16,1.96,21518141341.0,18051659050.0,0.18,0.36,26.22,19.31
1033,601801,皖新传媒,6.96,0.72,0.05,170481.0,119351194.0,3.18,7.09,6.87,6.9,6.91,0.77,0.87,12.59,1.17,13627201410.0,13627201410.0,0.14,0.14,10.13,6.26
1053,002839,张家港行,4.34,0.7,0.03,236801.0,102520986.19,1.62,4.36,4.29,4.31,4.31,0.45,1.01,5.35,0.63,10608457187.0,10185891542.0,0.0,0.23,11.57,17.93
1062,601375,中原证券,4.4,0.69,0.03,531819.0,234666334.0,2.75,4.47,4.35,4.35,4.37,0.75,1.54,93.9,1.46,20428692680.0,15169086680.0,0.46,0.46,27.54,15.49
1065,300009,安科生物,8.86,0.68,0.06,124872.0,110918934.4,2.27,8.97,8.77,8.79,8.8,0.5,1.03,18.89,3.77,14852432276.0,10770992925.0,0.0,0.11,8.71,-11.13
1066,603826,坤彩科技,22.2,0.68,0.15,51736.0,114030638.0,2.36,22.34,21.82,22.0,22.05,0.5,0.79,180.65,7.65,14545440000.0,14545440000.0,0.0,0.05,-35.61,-47.26
1072,603858,步长制药,16.58,0.67,0.11,42082.0,69826415.0,1.64,16.7,16.43,16.47,16.47,0.81,0.38,43.96,1.64,18338187054.0,18338187054.0,0.0,0.0,12.87,-1.78
1073,601858,中国科传,22.65,0.67,0.15,136112.0,313504259.0,6.0,23.6,22.25,22.5,22.5,0.8,1.72,61.62,3.47,17904825000.0,17904825000.0,-0.04,0.04,38.45,-7.21
1074,601918,新集能源,7.57,0.66,0.05,158643.0,120146036.0,1.99,7.62,7.47,7.52,7.52,0.62,0.61,8.06,1.3,19610401426.0,19610401426.0,0.0,0.0,-10.1,47.85
1076,600388,龙净环保,12.12,0.66,0.08,196548.0,237539435.0,1.74,12.2,11.99,12.11,12.04,1.1,1.63,16.88,1.59,14576040638.0,14576040638.0,0.0,0.0,9.19,-3.73
1077,002332,仙琚制药,12.14,0.66,0.08,82487.0,100853538.41,2.57,12.32,12.01,12.04,12.06,0.59,0.84,16.99,2.0,12008947073.0,11952724852.0,0.08,0.08,2.45,-2.65
1081,002958,青农商行,3.05,0.66,0.02,644491.0,196418251.46,1.98,3.07,3.01,3.03,3.03,0.38,1.31,3.97,0.48,16944631152.0,15024714419.0,0.0,0.33,18.22,21.03
1098,301015,百洋医药,26.94,0.64,0.17,17194.0,46503724.0,2.99,27.38,26.58,26.83,26.77,0.71,0.33,16.57,6.41,14160027448.0,14160027448.0,0.26,0.26,27.98,-23.25
1111,002468,申通快递,9.74,0.62,0.06,155266.0,151546267.5,2.48,9.86,9.62,9.67,9.68,0.67,1.04,17.14,1.58,14910013097.0,14532524699.0,-0.1,-0.1,15.68,25.35
1113,002597,金禾实业,24.55,0.61,0.15,46219.0,113843909.05,3.03,24.87,24.13,24.32,24.4,0.66,0.82,25.65,1.88,13992888165.0,13911963705.0,0.04,0.04,23.93,13.08
1115,600511,国药股份,34.55,0.61,0.21,60152.0,208673097.0,2.53,35.17,34.3,34.61,34.34,0.48,1.09,13.2,1.57,26068078581.0,19118118949.0,0.0,0.12,11.16,24.41
1122,600867,通化东宝,8.41,0.6,0.05,141007.0,118940025.0,2.87,8.55,8.31,8.34,8.36,0.77,0.71,-188.33,2.59,16666383562.0,16666383562.0,-0.36,-0.12,9.08,-20.51
1127,000981,山子高科,1.71,0.59,0.01,4103065.0,706794300.4,6.47,1.79,1.68,1.7,1.7,0.59,6.29,-15.7,8.11,17095675218.0,11158015823.0,0.0,0.59,54.05,7.55
1130,000089,深圳机场,6.9,0.58,0.04,100540.0,69648577.7,1.75,6.98,6.86,6.86,6.86,1.0,0.49,32.47,1.26,14150309612.0,14150122581.0,-0.29,-0.14,12.56,9.0
1149,600037,歌华有线,7.32,0.55,0.04,184328.0,135680164.0,2.61,7.44,7.25,7.27,7.28,0.88,1.32,-634.95,0.8,10187814111.0,10187814111.0,-0.14,-0.14,27.08,-4.94
1158,000582,北部湾港,7.53,0.53,0.04,134147.0,101198360.23,1.6,7.6,7.48,7.5,7.49,0.64,0.76,14.04,0.98,17149951116.0,13260431173.0,0.0,-0.26,-1.95,5.17
1165,600782,新钢股份,3.86,0.52,0.02,305634.0,118330203.0,3.13,3.92,3.8,3.83,3.84,0.7,0.97,-15.73,0.48,12142217295.0,12142217295.0,0.0,0.0,28.24,15.57
1173,002320,海峡股份,5.89,0.51,0.03,161345.0,94937451.83,1.54,5.93,5.84,5.86,5.86,0.9,0.72,38.78,3.06,13128416471.0,13128416471.0,0.0,0.17,19.47,3.15
1179,601636,旗滨集团,5.97,0.51,0.03,253319.0,150490011.0,1.85,6.0,5.89,5.92,5.94,0.86,0.94,17.19,1.21,16020581225.0,16020581225.0,0.0,0.17,11.59,-8.29
1182,600057,厦门象屿,5.98,0.5,0.03,127680.0,76487489.0,1.68,6.03,5.93,5.95,5.95,0.54,0.58,11.45,1.05,13589036097.0,13108817680.0,0.0,0.17,20.56,-6.71
1190,002507,涪陵榨菜,14.18,0.5,0.07,85705.0,121906986.61,1.98,14.36,14.08,14.12,14.11,0.59,0.75,18.3,1.91,16362571817.0,16291607823.0,-0.14,-0.07,19.36,1.36
1194,002693,双成药业,24.5,0.49,0.12,731433.0,1815789836.37,9.64,25.61,23.26,23.26,24.38,1.21,17.78,-201.38,23.42,10159898875.0,10078861352.0,-0.33,-0.69,404.12,226.23
1197,002807,江阴银行,4.11,0.49,0.02,303132.0,124459166.18,1.47,4.13,4.07,4.07,4.09,0.55,1.23,6.73,0.57,10116324363.0,10104309756.0,0.24,0.24,10.19,22.32
1214,600872,中炬高新,21.46,0.47,0.1,101365.0,219107416.0,4.26,21.93,21.02,21.02,21.36,0.97,1.31,21.88,3.44,16807952103.0,16545401407.0,0.05,0.0,25.06,-22.53
1215,600963,岳阳林纸,6.47,0.47,0.03,493530.0,317171215.0,3.73,6.54,6.3,6.44,6.44,0.86,2.81,-90.2,1.37,11424414495.0,11371464015.0,0.0,0.0,98.47,9.85
1219,688516,奥特维,45.87,0.46,0.21,52247.0,242410633.0,3.7,47.25,45.56,45.8,45.66,0.85,1.8,9.3,3.34,14449025047.0,13339323558.0,0.0,0.15,39.89,-26.44
1223,600651,飞乐音响,4.4,0.46,0.02,294043.0,129776602.0,2.97,4.49,4.36,4.38,4.38,0.6,1.17,326.74,4.52,11030923266.0,11030923266.0,0.0,0.0,61.76,22.22
1234,688596,正帆科技,35.03,0.43,0.15,35220.0,124257732.0,3.87,35.93,34.58,34.81,34.88,0.75,1.22,22.9,3.02,10128407702.0,10128407702.0,0.14,0.2,39.62,-10.96
1239,000799,酒鬼酒,56.89,0.42,0.24,84539.0,483519643.83,3.62,58.0,55.95,56.0,56.65,0.85,2.6,245.43,4.61,18485209672.0,18485209672.0,-0.02,0.0,59.98,-21.15
1243,600420,国药现代,12.05,0.42,0.05,121283.0,146358765.0,1.42,12.14,11.97,12.01,12.0,0.73,0.9,12.7,1.24,16161130939.0,16161130939.0,0.0,-0.08,3.17,25.65
1256,688235,百济神州-U,165.55,0.39,0.65,18389.0,309075136.0,5.46,173.0,164.0,164.36,164.9,0.66,1.6,-46.52,9.46,228657747907.0,19047398293.0,0.03,0.03,11.86,19.07
