序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
896,000158,常山北明,26.8,2.06,0.54,2018879.0,5380341095.63,5.83,27.33,25.8,26.27,26.26,0.87,12.71,-112.93,7.69,42842928123.0,42553544108.0,0.0,-0.56,247.6,210.9
965,301236,软通动力,63.99,1.91,1.2,798834.0,5077446900.6,10.45,67.36,60.8,62.78,62.79,1.57,11.74,602.2,5.83,60978705916.0,43533381742.0,0.05,0.06,102.89,39.05
979,002797,第一创业,8.7,1.87,0.16,2670096.0,2338464385.28,3.16,8.88,8.61,8.65,8.54,0.99,6.35,42.77,2.34,36560880000.0,36560847375.0,0.12,0.81,68.28,50.78
987,300085,银之杰,49.2,1.86,0.9,1034624.0,5233016917.11,9.3,52.5,48.01,48.6,48.3,1.18,16.3,-413.9,57.59,34766714322.0,31235424912.0,0.02,0.49,524.37,243.58
1017,600655,豫园股份,6.2,1.81,0.11,304852.0,189458169.0,3.45,6.29,6.08,6.08,6.09,2.28,0.78,15.62,0.66,24144856001.0,24093978813.0,-0.16,0.0,17.65,2.99
1022,600316,洪都航空,33.36,1.8,0.59,155130.0,522954755.0,4.55,34.4,32.91,33.0,32.77,1.01,2.16,1261.81,4.51,23922940120.0,23922940120.0,-0.03,-0.12,71.16,57.66
1035,600606,绿地控股,2.29,1.78,0.04,1274883.0,290786505.0,4.0,2.33,2.24,2.25,2.25,1.0,0.91,102.02,0.4,32184159939.0,32184159939.0,0.44,0.0,70.9,-0.43
1071,002608,江苏国信,7.68,1.72,0.13,308945.0,238998582.15,5.17,7.88,7.49,7.52,7.55,2.03,0.82,7.45,0.91,29015652127.0,29015652127.0,0.0,-0.13,15.32,18.7
1081,600704,物产中大,5.36,1.71,0.09,919282.0,494737952.0,3.04,5.45,5.29,5.3,5.27,1.14,1.78,8.95,0.76,27832131194.0,27623842934.0,-0.19,-0.19,25.82,27.01
1086,600118,中国卫星,29.9,1.7,0.5,745401.0,2263975281.0,7.69,31.26,29.0,29.41,29.4,2.32,6.3,-1798.93,5.63,35356425137.0,35356425137.0,0.0,0.2,46.64,15.98
1091,601777,力帆科技,7.21,1.69,0.12,772862.0,561416252.0,4.94,7.43,7.08,7.13,7.09,1.12,1.71,612.0,3.12,32597131512.0,32597131512.0,-0.28,0.0,86.79,101.4
1095,000027,深圳能源,6.63,1.69,0.11,282860.0,187954957.65,2.61,6.7,6.53,6.54,6.52,1.41,0.59,11.13,1.05,31541495143.0,31541495143.0,0.0,0.0,13.92,5.07
1106,600688,上海石化,3.06,1.66,0.05,419127.0,127862993.0,2.99,3.09,3.0,3.01,3.01,1.33,0.57,709.33,1.32,32666196150.0,22426169310.0,0.0,-0.33,13.33,6.99
1110,000069,华侨城Ａ,3.07,1.66,0.05,1087422.0,333397326.14,3.97,3.12,3.0,3.02,3.02,1.15,1.58,-7.87,0.44,24675917223.0,21166463159.0,0.0,0.33,68.68,-1.29
1116,002926,华西证券,8.63,1.65,0.14,470993.0,410316478.59,5.77,8.95,8.46,8.5,8.49,1.91,1.79,66.86,0.99,22653750000.0,22653750000.0,0.0,0.12,34.63,11.93
1183,603893,瑞芯微,83.38,1.55,1.27,64090.0,537896456.0,4.55,85.62,81.88,82.12,82.11,1.59,1.53,74.38,10.35,34877920704.0,34860619354.0,0.32,0.11,61.18,31.93
1233,601228,广州港,3.46,1.47,0.05,484901.0,167447939.0,2.93,3.49,3.39,3.4,3.41,1.05,0.64,23.92,1.26,26104078474.0,26104078474.0,0.29,0.0,9.15,11.97
1293,600339,中油工程,3.68,1.38,0.05,514494.0,188455795.0,3.31,3.73,3.61,3.62,3.63,1.16,0.92,24.37,0.77,20545982693.0,20545982693.0,0.0,-0.27,13.23,23.08
1300,688027,国盾量子,303.0,1.36,4.07,35775.0,1097013717.0,6.89,316.6,296.0,300.2,298.93,0.83,4.45,-331.38,16.7,24353434110.0,24353434110.0,0.0,0.16,113.4,136.9
1350,600157,永泰能源,1.58,1.28,0.02,9469460.0,1496883072.0,5.13,1.62,1.54,1.55,1.56,1.09,4.26,17.98,0.74,35104067349.0,35104067349.0,0.64,0.64,43.64,16.18
1372,688180,君实生物-U,29.82,1.26,0.37,79687.0,236047472.0,3.23,30.13,29.18,29.48,29.45,1.47,1.04,-23.79,4.76,29393271953.0,22798850315.0,0.13,0.13,12.19,-28.71
1404,601158,重庆水务,4.98,1.22,0.06,120374.0,59942003.0,2.44,5.02,4.9,4.91,4.92,1.3,0.25,24.58,1.41,23904000000.0,23904000000.0,0.0,0.0,1.22,-9.45
1485,601933,永辉超市,4.58,1.1,0.05,3284591.0,1517942147.0,4.86,4.72,4.5,4.53,4.53,1.06,3.62,-400.34,7.17,41563669428.0,41563669428.0,0.22,0.44,112.04,62.41
1502,000987,越秀资本,7.47,1.08,0.08,336659.0,251226699.07,2.3,7.54,7.37,7.41,7.39,0.91,0.67,16.35,1.28,37477979491.0,37463780747.0,0.27,0.27,53.39,27.69
1510,601216,君正集团,4.7,1.08,0.05,1268557.0,596917870.0,2.58,4.75,4.63,4.65,4.65,0.85,1.5,13.28,1.5,39658681733.0,39658681733.0,-0.21,-0.21,30.92,37.43
1594,688082,盛美上海,111.11,0.97,1.07,21837.0,244109449.0,3.76,113.79,109.65,110.53,110.04,1.03,0.5,48.17,6.78,48699938774.0,48172529381.0,0.15,0.18,27.27,7.06
1622,002500,山西证券,6.46,0.94,0.06,534236.0,347193996.76,3.91,6.61,6.36,6.4,6.4,1.31,1.49,32.64,1.29,23189924194.0,23189924194.0,0.16,0.16,36.29,21.89
1631,002080,中材科技,13.07,0.93,0.12,228273.0,303367454.24,5.64,13.74,13.01,13.09,12.95,1.27,1.36,27.04,1.2,21933075243.0,21933075243.0,-0.15,-0.08,35.16,-14.91
1645,600008,首创环保,3.3,0.92,0.03,922863.0,304033546.0,2.14,3.33,3.26,3.27,3.27,1.11,1.26,5.59,1.13,24223949234.0,24223949234.0,-0.3,0.0,17.44,27.41
1651,000709,河钢股份,2.22,0.91,0.02,793359.0,175691622.52,2.27,2.24,2.19,2.2,2.2,0.95,0.77,30.26,0.45,22948408824.0,22944615524.0,0.45,0.0,20.0,6.22
1653,603707,健友股份,14.5,0.9,0.13,58956.0,85659350.0,3.2,14.68,14.22,14.37,14.37,1.22,0.36,29.0,3.77,23426700540.0,23426700540.0,0.0,0.0,35.51,-2.68
1657,601058,赛轮轮胎,14.56,0.9,0.13,337263.0,488421939.0,3.05,14.65,14.21,14.4,14.43,1.15,1.03,11.07,2.51,47874739771.0,47874739771.0,0.07,0.21,17.51,27.38
1798,600705,中航产融,4.0,0.76,0.03,1559520.0,630328777.0,3.53,4.1,3.96,4.0,3.97,1.04,1.77,44.17,0.94,35299577064.0,35217699332.0,-0.25,0.25,85.19,29.03
1862,002602,ST华通,4.41,0.68,0.03,1434378.0,640205927.6,3.42,4.55,4.4,4.45,4.38,0.99,2.09,13.67,1.26,32865776229.0,30335103484.0,0.0,0.23,42.26,-14.53
1866,600977,中国电影,11.87,0.68,0.08,234694.0,281337216.0,3.99,12.19,11.72,11.8,11.79,1.48,1.26,77.11,1.99,22161290000.0,22161290000.0,-0.08,0.08,22.75,-2.47
1874,002294,信立泰,34.47,0.67,0.23,96598.0,333542952.52,3.21,34.85,33.75,34.23,34.24,0.85,0.87,56.54,4.46,38427725961.0,38419080920.0,0.15,0.09,17.48,7.18
1906,600177,雅戈尔,7.87,0.64,0.05,257355.0,202178089.0,2.05,7.92,7.76,7.83,7.82,0.95,0.56,10.86,0.89,36386487769.0,36386487769.0,-0.13,0.0,6.78,32.27
1909,601880,辽港股份,1.58,0.64,0.01,1512989.0,239926346.0,3.18,1.61,1.56,1.57,1.57,1.17,0.81,29.96,0.94,37770649977.0,29619878699.0,0.0,0.0,29.51,10.49
1929,600598,北大荒,14.66,0.62,0.09,172069.0,251672570.0,2.33,14.74,14.4,14.53,14.57,1.16,0.97,14.51,3.23,26060787466.0,26060787466.0,-0.07,0.07,13.2,27.15
1960,002603,以岭药业,17.13,0.59,0.1,115716.0,197573417.87,1.53,17.16,16.9,17.0,17.03,1.02,0.84,38.69,2.49,28619183091.0,23576181512.0,0.0,0.06,13.44,-24.77
1962,600970,中材国际,10.32,0.58,0.06,140499.0,144308551.0,2.63,10.43,10.16,10.23,10.26,0.8,0.63,9.93,1.35,27265664646.0,23056412376.0,0.0,0.1,7.5,15.44
1992,000623,吉林敖东,18.2,0.55,0.1,160843.0,294576252.02,2.93,18.55,18.02,18.1,18.1,0.72,1.35,13.12,0.76,21765296043.0,21677644043.0,0.0,-0.05,45.14,26.92
1994,601139,深圳燃气,7.3,0.55,0.04,196390.0,143750428.0,2.34,7.38,7.21,7.25,7.26,0.85,0.68,14.92,1.41,21000194379.0,21000194379.0,0.0,0.0,11.28,8.47
2025,603939,益丰药房,23.42,0.52,0.12,123792.0,288441492.0,3.39,23.68,22.89,23.39,23.3,1.35,1.02,19.18,2.83,28395164396.0,28389566032.0,-0.09,-0.17,30.11,-28.38
2039,601555,东吴证券,8.07,0.5,0.04,718769.0,582548957.0,2.86,8.23,8.0,8.04,8.03,1.04,1.45,16.42,0.99,40097431895.0,40097431895.0,0.0,0.12,36.09,14.47
2043,000729,燕京啤酒,10.24,0.49,0.05,161606.0,165942178.51,1.86,10.33,10.14,10.17,10.19,1.06,0.64,16.81,1.94,28861842852.0,25698372270.0,-0.1,-0.1,6.78,20.05
2051,002129,TCL中环,10.4,0.48,0.05,933092.0,978861563.29,3.09,10.62,10.3,10.38,10.35,1.07,2.31,-5.2,1.21,42048404039.0,42016599102.0,0.0,0.0,35.06,-32.38
2071,002180,纳思达,26.3,0.46,0.12,135493.0,359692323.76,3.67,26.87,25.91,26.18,26.18,1.0,0.99,25.92,3.6,37363249907.0,35844852782.0,-0.15,-0.04,11.68,16.22
2073,600098,广州发展,6.6,0.46,0.03,211692.0,139541804.0,1.98,6.65,6.52,6.54,6.57,0.59,0.61,10.94,0.87,23141625329.0,23091749762.0,0.0,0.3,10.74,28.91
2082,300383,光环新网,11.18,0.45,0.05,478533.0,544733800.34,3.68,11.55,11.14,11.18,11.13,1.14,2.67,41.74,1.59,20097088029.0,20054044113.0,0.09,-0.18,45.76,16.22
2089,002461,珠江啤酒,9.08,0.44,0.04,69379.0,62950858.76,1.44,9.12,8.99,9.03,9.04,0.94,0.31,18.69,1.91,20097022598.0,20097022598.0,0.11,0.0,4.61,16.71
2145,600901,江苏金租,5.06,0.4,0.02,302940.0,153428895.0,1.59,5.1,5.02,5.04,5.04,0.73,0.52,9.87,1.25,29313621161.0,29297139061.0,0.2,0.4,9.52,11.95
2160,601866,中远海发,2.6,0.39,0.01,567429.0,147657782.0,1.93,2.63,2.58,2.58,2.59,0.67,0.59,19.17,1.17,35297440391.0,25174623001.0,0.0,0.0,14.54,13.54
2161,600170,上海建工,2.6,0.39,0.01,1624547.0,422108351.0,3.09,2.64,2.56,2.58,2.59,0.76,1.83,12.82,0.75,23103443334.0,23103443334.0,0.0,0.0,26.21,14.04
2171,600486,扬农化工,52.99,0.38,0.2,22917.0,121518778.0,2.18,53.45,52.3,52.69,52.79,0.75,0.57,15.76,2.08,21550339308.0,21348006001.0,0.21,0.09,9.21,-14.86
2178,601615,明阳智能,13.82,0.36,0.05,701487.0,983313274.0,3.05,14.2,13.78,13.78,13.77,1.79,3.09,29.12,1.16,31393431927.0,31392084477.0,0.07,-0.14,60.14,12.91
2202,600208,衢州发展,2.94,0.34,0.01,822529.0,243186757.0,2.73,2.99,2.91,2.93,2.93,0.85,0.97,9.46,0.57,25016285952.0,25012841404.0,-0.34,0.0,81.48,35.48
2215,600350,山东高速,9.25,0.33,0.03,85030.0,78514393.0,2.06,9.31,9.12,9.22,9.22,0.87,0.18,13.38,1.54,44881749481.0,44881749481.0,-0.11,0.11,-4.34,41.87
2224,000959,首钢股份,3.16,0.32,0.01,313748.0,99075339.15,1.9,3.19,3.13,3.14,3.15,1.14,0.48,90.46,0.5,24565780023.0,20562953125.0,0.0,0.0,14.08,-7.87
2230,600004,白云机场,9.68,0.31,0.03,166506.0,161511464.0,1.35,9.75,9.62,9.65,9.65,0.78,0.7,25.72,1.27,22909832979.0,22909832979.0,-0.1,0.1,8.4,-0.31
2253,600707,彩虹股份,6.95,0.29,0.02,550613.0,383711744.0,4.33,7.15,6.85,6.9,6.93,1.67,1.53,15.22,1.16,24939308637.0,24934304637.0,0.14,0.29,10.14,2.96
2261,600390,五矿资本,7.05,0.28,0.02,1171460.0,832477314.0,2.7,7.19,7.0,7.04,7.03,0.97,2.6,19.53,0.74,31711361486.0,31711361486.0,0.0,0.14,75.37,55.63
2277,600578,京能电力,3.63,0.28,0.01,210370.0,76372576.0,1.66,3.65,3.59,3.6,3.62,0.91,0.31,12.88,1.12,24301474284.0,24301474284.0,0.0,0.0,12.73,26.92
2323,600143,金发科技,8.63,0.23,0.02,154127.0,133468544.0,1.28,8.72,8.61,8.64,8.61,0.83,0.59,24.98,1.31,22753967575.0,22414056635.0,0.12,-0.12,22.59,9.38
2354,000883,湖北能源,4.89,0.2,0.01,220615.0,107990300.0,1.43,4.93,4.86,4.86,4.88,0.74,0.34,9.69,0.93,31789476423.0,31686009060.0,0.0,-0.2,-1.01,18.12
2396,600383,金地集团,5.57,0.18,0.01,1111918.0,620410312.0,3.42,5.67,5.48,5.53,5.56,1.07,2.46,-5.53,0.41,25146230496.0,25146230496.0,0.18,0.0,71.38,28.34
2445,600141,兴发集团,23.03,0.13,0.03,153448.0,352314768.0,3.04,23.3,22.6,22.91,23.0,0.81,1.39,14.5,1.2,25407953023.0,25407953023.0,-0.04,0.0,26.61,30.48
2466,600332,白云山,28.71,0.1,0.03,55543.0,159765634.0,1.08,28.9,28.59,28.83,28.68,0.83,0.4,11.08,1.29,46676458146.0,40363129146.0,-0.07,0.03,1.63,4.59
2467,002405,四维图新,9.68,0.1,0.01,671347.0,653716132.2,2.69,9.88,9.62,9.73,9.67,0.93,2.85,-35.41,2.44,22979710296.0,22801459784.0,-0.1,0.0,33.89,8.76
2518,001872,招商港口,19.91,0.05,0.01,44239.0,88378455.64,1.11,20.08,19.86,19.9,19.9,0.59,0.25,10.0,0.81,49793414381.0,34729409488.0,0.05,0.1,-5.91,29.45
2529,000733,振华科技,45.36,0.02,0.01,106984.0,492881083.67,3.77,46.84,45.13,45.35,45.35,0.99,1.93,29.25,1.74,25137125390.0,25119199118.0,0.02,-0.07,21.41,-21.43
2575,603160,汇顶科技,,,,,,,,,,81.8,,0.0,62.74,4.44,37486140804.0,37486140804.0,,,37.99,18.69
2587,601666,平煤股份,9.96,0.0,0.0,239652.0,238810548.0,1.41,10.02,9.88,9.93,9.96,0.79,0.97,9.04,1.0,24652457068.0,24594710980.0,-0.1,-0.1,8.85,-5.77
2594,601212,白银有色,3.02,0.0,0.0,448158.0,135759610.0,1.66,3.05,3.0,3.01,3.02,0.71,0.61,-53.94,1.48,22362419023.0,22362419023.0,-0.33,-0.33,17.97,12.27
2601,600918,中泰证券,6.85,0.0,0.0,265397.0,182296851.0,1.61,6.93,6.82,6.85,6.85,0.77,0.67,71.23,1.28,47735086429.0,27213747260.0,0.15,0.15,19.76,0.44
2645,600673,东阳光,8.3,0.0,0.0,161004.0,135425644.0,3.86,8.59,8.27,8.44,8.3,0.95,0.54,60.04,2.75,25015156350.0,24912930794.0,0.0,0.24,30.91,18.74
2680,600369,西南证券,4.75,0.0,0.0,496901.0,236851942.0,1.68,4.81,4.73,4.75,4.75,0.77,0.79,49.01,1.23,31564268339.0,29996768339.0,0.21,0.0,29.78,17.28
2712,600153,建发股份,9.6,0.0,0.0,179728.0,172403373.0,1.15,9.65,9.54,9.63,9.6,0.63,0.62,10.31,0.51,28292113930.0,27835570090.0,-0.1,0.0,34.83,7.5
2890,000825,太钢不锈,3.6,0.0,0.0,298031.0,107362604.9,1.67,3.63,3.57,3.59,3.6,0.91,0.52,-27.8,0.62,20544888946.0,20506492066.0,-0.28,0.0,7.78,-3.49
2920,000629,钒钛股份,2.85,0.0,0.0,682556.0,195902590.27,1.75,2.9,2.85,2.86,2.85,0.94,0.74,108.43,2.14,26490664628.0,26207099960.0,-0.35,-0.35,26.67,-13.11
2990,601098,中南传媒,12.5,-0.08,-0.01,98470.0,123520804.0,1.52,12.64,12.45,12.5,12.51,0.97,0.55,17.6,1.48,22450000000.0,22450000000.0,0.16,0.24,-2.42,31.3
3005,600161,天坛生物,21.34,-0.09,-0.02,101575.0,216949673.0,1.69,21.57,21.21,21.36,21.36,0.86,0.51,30.09,3.97,42197106658.0,42197106658.0,0.0,0.09,-10.6,-16.84
3014,600702,舍得酒业,76.91,-0.1,-0.08,133952.0,1035460620.0,3.75,78.89,76.0,76.07,76.99,1.19,4.03,28.73,3.61,25623918501.0,25554850398.0,-0.03,-0.04,76.72,-18.66
3022,000050,深天马Ａ,8.73,-0.11,-0.01,249251.0,219915257.34,2.17,8.91,8.72,8.81,8.74,0.86,1.01,-34.05,0.78,21456137081.0,21455887621.0,0.0,0.0,36.83,-18.03
3033,002966,苏州银行,7.86,-0.13,-0.01,343606.0,270821154.72,1.52,7.94,7.82,7.87,7.87,0.86,0.93,5.31,0.7,29591440720.0,28953455312.0,0.0,0.0,10.39,33.9
3044,601128,常熟银行,7.5,-0.13,-0.01,191442.0,143414608.0,1.46,7.54,7.43,7.51,7.51,0.61,0.63,5.7,0.84,22612366868.0,22612366868.0,-0.13,-0.13,13.98,34.41
3064,300757,罗博特科,188.15,-0.15,-0.28,64646.0,1222119338.76,6.71,195.53,182.88,187.97,188.43,0.94,4.36,307.36,28.56,29170468939.0,27878394158.0,0.0,0.05,138.22,224.68
3081,000703,恒逸石化,6.17,-0.16,-0.01,113559.0,70137945.95,1.13,6.21,6.14,6.15,6.18,0.6,0.31,73.47,0.97,22621098204.0,22504073819.0,0.0,0.0,2.83,-6.8
3082,600909,华安证券,6.12,-0.16,-0.01,1065583.0,659414591.0,3.75,6.29,6.06,6.1,6.13,1.36,2.27,18.86,1.33,28749717701.0,28749717701.0,0.16,0.16,39.09,28.03
3099,601077,渝农商行,5.59,-0.18,-0.01,486710.0,272846819.0,1.43,5.64,5.56,5.6,5.6,0.79,0.55,4.62,0.51,63485630000.0,49402744420.0,0.0,0.18,6.07,47.49
3101,688235,百济神州-U,176.0,-0.18,-0.32,20705.0,367853755.0,3.53,181.43,175.21,178.5,176.32,0.8,1.8,-49.47,10.06,243179292224.0,20249725760.0,0.22,0.34,16.41,26.58
3119,002429,兆驰股份,5.09,-0.2,-0.01,563368.0,288785997.2,2.35,5.2,5.08,5.11,5.1,0.99,1.25,12.59,1.47,23042127690.0,23028855062.0,0.0,0.0,11.87,-6.95
3122,300623,捷捷微电,35.48,-0.2,-0.07,405833.0,1458909995.08,4.75,36.6,34.91,35.5,35.55,1.5,6.06,62.1,4.92,27540285316.0,23780001699.0,0.03,-0.03,107.36,124.41
3143,600171,上海贝岭,37.86,-0.21,-0.08,625591.0,2391427918.0,4.22,39.0,37.4,37.97,37.94,1.05,8.82,84.38,6.31,26839836252.0,26839836252.0,0.0,-0.11,97.7,168.13
3147,603087,甘李药业,45.5,-0.22,-0.1,48137.0,220072039.0,1.29,46.05,45.46,45.49,45.6,0.76,0.87,40.44,2.51,27348470695.0,25203260264.0,-0.09,-0.02,15.19,-13.25
3160,601577,长沙银行,8.53,-0.23,-0.02,150347.0,128082224.0,1.52,8.58,8.45,8.54,8.55,0.63,0.37,4.16,0.53,34303853522.0,34296431321.0,0.24,0.24,8.8,32.45
3169,688578,艾力斯,57.73,-0.24,-0.14,73731.0,430680416.0,2.89,59.16,57.49,57.68,57.87,0.98,1.64,18.33,5.34,25978500000.0,25978500000.0,0.26,0.21,21.79,40.77
3172,601108,财通证券,8.22,-0.24,-0.02,426138.0,351364997.0,1.46,8.31,8.19,8.26,8.24,0.78,0.92,19.45,1.08,38171539134.0,38171539134.0,0.0,0.24,29.65,7.31
3175,600763,通策医疗,48.88,-0.24,-0.12,50855.0,249522320.0,1.92,49.64,48.7,49.01,49.0,0.73,1.14,32.91,5.3,21863492039.0,21863492039.0,-0.02,0.16,18.67,-9.93
3181,600038,中直股份,40.49,-0.25,-0.1,62656.0,254933073.0,1.82,41.1,40.36,40.65,40.59,0.89,1.06,69.69,2.07,33197476194.0,23867912231.0,-0.02,-0.3,7.86,5.64
3201,601233,桐昆股份,11.4,-0.26,-0.03,210537.0,240776213.0,1.57,11.54,11.36,11.43,11.43,0.86,0.88,20.48,0.76,27486762220.0,27313238260.0,0.0,0.0,-2.31,-24.45
3215,002945,华林证券,14.46,-0.28,-0.04,198555.0,288831300.04,1.93,14.7,14.42,14.48,14.5,0.8,0.74,96.92,5.9,39042000000.0,39042000000.0,0.14,0.14,57.52,-4.24
3221,600862,中航高科,24.15,-0.29,-0.07,110431.0,268980145.0,3.22,24.78,24.0,24.26,24.22,0.81,0.79,27.67,4.92,33642135934.0,33642135934.0,-0.04,-0.04,34.24,10.12
3226,000783,长江证券,6.81,-0.29,-0.02,450942.0,307983860.67,1.46,6.89,6.79,6.85,6.83,0.86,0.82,19.7,1.13,37659796776.0,37659796776.0,0.0,0.15,41.58,29.47
3228,600820,隧道股份,6.77,-0.29,-0.02,187353.0,127125136.0,1.91,6.85,6.72,6.79,6.79,0.58,0.6,10.65,0.73,21285530556.0,21285530556.0,-0.29,0.0,4.64,22.42
3249,601399,国机重装,3.22,-0.31,-0.01,278001.0,89953549.0,1.55,3.26,3.21,3.24,3.23,0.55,0.39,42.04,1.63,23227649966.0,23227649966.0,0.0,0.0,26.77,13.78
3254,000559,万向钱潮,6.36,-0.31,-0.02,297319.0,190584750.52,2.19,6.48,6.34,6.35,6.38,0.8,0.9,21.99,2.31,21012112948.0,21012033098.0,-0.16,0.0,48.25,26.19
3259,000876,新 希 望,9.47,-0.32,-0.03,188511.0,178932521.31,0.95,9.54,9.45,9.48,9.5,0.94,0.42,210.67,2.02,43048532651.0,42720987568.0,-0.11,0.0,6.4,1.61
